Order Number,Delivery Distance (miles),Order Size,Order Type,Total Dollars,Store Location,Delivered On Time,Test Phase,Predicted Delivered On Time
375,8.077404389503073,8,In-person,14.96,Store C,No,Pre-Test,Yes
376,2.4816365401193003,6,Phone,66.93,Store C,No,Pre-Test,Yes
377,5.17093428263037,8,In-person,96.21,Store C,No,Pre-Test,No
378,8.636583273842453,1,Phone,62.17,Store A,No,Pre-Test,No
379,2.337532854905579,9,Online,83.3,Store C,Yes,Pre-Test,No
380,2.7979041558364814,9,Phone,11.28,Store C,Yes,Pre-Test,Yes
381,1.0963259867423194,3,In-person,69.45,Store A,Yes,Pre-Test,Yes
382,1.8928340619397392,5,Online,23.59,Store C,No,Pre-Test,No
383,1.8919952879230026,7,In-person,72.87,Store C,Yes,Pre-Test,No
384,2.4325612704643067,8,In-person,61.31,Store B,Yes,Pre-Test,No
385,3.218903772117347,7,In-person,29.95,Store A,No,Pre-Test,Yes
386,8.242341962546138,3,Online,62.65,Store C,No,Pre-Test,No
387,9.199756709720615,7,Phone,70.85,Store A,No,Pre-Test,Yes
388,4.359665787675027,1,Online,91.19,Store B,Yes,Pre-Test,Yes
389,1.717985043888953,5,Online,90.0,Store B,Yes,Pre-Test,Yes
390,2.6261942884075413,9,Online,94.28,Store B,Yes,Pre-Test,No
391,7.493956780124642,2,Online,85.71,Store A,Yes,Pre-Test,No
392,6.935542432522452,3,Online,58.67,Store C,No,Pre-Test,Yes
393,9.68846936525406,9,Phone,86.42,Store A,Yes,Pre-Test,No
394,0.6376424656532907,3,Phone,75.0,Store A,No,Pre-Test,No
395,7.63220822268239,8,In-person,76.41,Store A,Yes,Pre-Test,Yes
396,5.305039204303325,6,In-person,23.91,Store B,No,Pre-Test,No
397,9.075583290263364,7,In-person,26.17,Store A,Yes,Pre-Test,Yes
398,5.973583404205236,5,In-person,26.23,Store C,No,Pre-Test,Yes
399,4.743343382383447,7,Phone,28.83,Store C,Yes,Pre-Test,Yes
400,6.825580790183451,3,In-person,47.62,Store B,Yes,Pre-Test,Yes
401,8.418472700719477,5,Phone,38.39,Store A,Yes,Pre-Test,Yes
402,3.1837362266420937,6,In-person,14.42,Store C,Yes,Pre-Test,Yes
403,1.5215069159504502,9,Online,75.16,Store B,No,Pre-Test,Yes
404,4.6136721240335445,4,Phone,46.29,Store A,No,Pre-Test,Yes
405,2.5379387917114213,8,Phone,17.02,Store B,Yes,Pre-Test,No
406,4.580641166254487,8,In-person,81.02,Store C,No,Pre-Test,No
407,9.914957641590025,6,In-person,11.76,Store B,No,Pre-Test,Yes
408,5.954159890853208,8,Online,60.39,Store B,No,Pre-Test,No
409,7.089202117044065,5,Online,78.15,Store B,No,Pre-Test,No
410,6.9403200133834755,1,Phone,43.53,Store C,No,Pre-Test,No
411,8.296657944717603,4,In-person,61.67,Store A,No,Pre-Test,No
412,9.469221690646107,6,Phone,14.56,Store B,Yes,Pre-Test,Yes
413,6.758771932976508,9,In-person,31.33,Store C,No,Pre-Test,Yes
414,5.022899125155478,4,Phone,69.72,Store B,No,Pre-Test,No
415,3.5193939909701584,6,Phone,81.13,Store B,No,Pre-Test,No
416,3.922605851176737,5,In-person,20.29,Store C,Yes,Pre-Test,Yes
417,3.6775657771785384,9,In-person,96.96,Store B,Yes,Pre-Test,Yes
418,3.5824221671019543,6,Online,45.51,Store A,No,Pre-Test,Yes
419,7.098937541629896,3,In-person,93.21,Store C,No,Pre-Test,Yes
420,6.083235784542709,2,Phone,58.57,Store A,Yes,Pre-Test,No
421,2.4189529267183993,3,In-person,67.96,Store B,Yes,Pre-Test,Yes
422,9.71144718207886,6,In-person,25.83,Store C,No,Pre-Test,Yes
423,4.563392395866033,8,Online,89.63,Store A,No,Pre-Test,Yes
424,5.877820810146745,8,In-person,17.87,Store A,Yes,Pre-Test,Yes
425,7.1747091845027455,5,Online,98.87,Store B,No,Pre-Test,No
426,6.329935078430507,1,Online,45.28,Store B,Yes,Pre-Test,Yes
427,3.454991806408208,1,Phone,24.8,Store B,No,Pre-Test,No
428,8.078212448130078,7,Phone,64.52,Store C,Yes,Pre-Test,Yes
429,1.5464595760064552,2,Phone,87.91,Store B,No,Pre-Test,No
430,5.9054604296848785,4,In-person,45.74,Store B,Yes,Pre-Test,Yes
431,3.0965136186339564,5,In-person,10.77,Store C,No,Pre-Test,No
432,6.349742492893673,8,Phone,88.5,Store C,Yes,Pre-Test,Yes
433,2.570938070301513,9,In-person,62.32,Store A,No,Pre-Test,No
434,7.8358967244887126,1,Online,18.36,Store C,Yes,Pre-Test,Yes
435,2.66159514702541,9,Phone,91.54,Store B,Yes,Pre-Test,Yes
436,8.95872528218491,5,In-person,79.59,Store A,No,Pre-Test,No
437,8.684771594367195,4,In-person,57.94,Store B,Yes,Pre-Test,No
438,3.9427377941312067,5,Online,50.21,Store A,No,Pre-Test,Yes
439,4.165292744303246,9,Phone,73.53,Store C,Yes,Pre-Test,Yes
440,7.164282848031159,8,Phone,42.59,Store A,Yes,Pre-Test,Yes
441,1.3585486107385973,5,In-person,68.94,Store B,No,Pre-Test,No
442,1.2687344156689537,5,Phone,23.58,Store C,No,Pre-Test,Yes
443,1.79507986992246,1,Online,22.82,Store C,No,Pre-Test,Yes
444,5.843515686773597,9,Phone,38.0,Store B,Yes,Pre-Test,Yes
445,1.9155218958953857,3,Online,89.72,Store B,No,Pre-Test,No
446,3.1373641768433234,1,In-person,86.53,Store B,No,Pre-Test,Yes
447,6.645658371631975,5,Online,54.29,Store B,Yes,Pre-Test,No
448,0.6484258894487975,3,In-person,62.69,Store B,Yes,Pre-Test,Yes
449,2.2122477755579637,6,In-person,66.48,Store C,Yes,Pre-Test,Yes
450,9.334341297319185,7,Online,43.59,Store C,Yes,Pre-Test,Yes
451,6.803987422382774,4,Online,73.12,Store A,No,Pre-Test,No
452,3.402735585120528,4,Online,64.73,Store A,Yes,Pre-Test,Yes
453,0.9303825285811018,2,In-person,41.89,Store B,Yes,Pre-Test,No
454,6.067463679918057,2,Phone,35.55,Store A,No,Pre-Test,No
455,2.617229943978186,7,In-person,98.27,Store A,No,Pre-Test,No
456,9.621666667824165,5,Online,35.59,Store B,Yes,Pre-Test,Yes
457,7.026129072375024,5,In-person,25.66,Store A,Yes,Pre-Test,Yes
458,9.754176920288007,2,Online,85.11,Store C,Yes,Pre-Test,Yes
459,8.564539525409884,7,Online,82.98,Store C,Yes,Pre-Test,No
460,5.088760444310136,2,Phone,31.49,Store C,Yes,Pre-Test,Yes
461,6.860849902714365,5,In-person,86.38,Store B,No,Pre-Test,No
462,8.21501835762335,5,Online,92.05,Store C,No,Pre-Test,No
463,5.9926955757949205,3,In-person,39.86,Store C,No,Pre-Test,No
464,1.0841312591980823,2,Phone,39.57,Store A,No,Pre-Test,Yes
465,4.969239981799496,3,Online,21.79,Store A,Yes,Pre-Test,No
466,1.7404466424730791,5,Online,64.97,Store C,Yes,Pre-Test,Yes
467,7.29104436449662,6,In-person,72.46,Store B,No,Pre-Test,No
468,6.96597469855722,4,In-person,16.61,Store A,Yes,Pre-Test,Yes
469,9.932627824495079,7,In-person,28.8,Store B,Yes,Pre-Test,Yes
470,6.473693117044023,2,Phone,34.34,Store A,Yes,Pre-Test,Yes
471,8.101310452647446,6,Phone,50.15,Store A,Yes,Pre-Test,No
472,3.0487345834439092,9,Online,84.13,Store B,Yes,Pre-Test,No
473,3.7302292853118075,5,In-person,30.18,Store A,Yes,Pre-Test,Yes
474,9.211730397589454,4,Phone,82.68,Store C,No,Pre-Test,No
475,7.674326466444578,9,In-person,90.09,Store C,No,Pre-Test,No
476,6.725057160577558,6,In-person,28.05,Store C,No,Pre-Test,Yes
477,2.9132630795388823,4,Phone,99.36,Store C,Yes,Pre-Test,Yes
478,7.136490322889069,1,In-person,56.51,Store C,No,Pre-Test,No
479,8.924254627898536,9,Online,59.66,Store B,No,Pre-Test,Yes
480,2.692577721499236,3,Online,65.45,Store C,Yes,Pre-Test,Yes
481,7.208177505200321,6,In-person,82.25,Store A,Yes,Pre-Test,Yes
482,4.240092557276332,1,Phone,68.79,Store C,No,Pre-Test,Yes
483,1.6282904229358899,6,In-person,76.14,Store B,No,Pre-Test,No
484,7.752876427069979,3,Online,49.57,Store A,Yes,Pre-Test,Yes
485,2.0877994972511957,3,In-person,63.1,Store A,Yes,Pre-Test,Yes
486,2.902514598158528,7,Phone,32.24,Store B,No,Pre-Test,No
487,7.937949388347576,9,Phone,42.69,Store A,Yes,Pre-Test,Yes
488,7.550261463434057,6,Phone,66.84,Store B,Yes,Pre-Test,Yes
489,2.9147391274217527,1,Phone,13.69,Store B,No,Pre-Test,Yes
490,9.439163836290488,9,Online,62.08,Store A,No,Pre-Test,Yes
491,2.5452096382333194,5,In-person,59.57,Store B,No,Pre-Test,Yes
492,9.939411042158307,2,Online,26.8,Store B,No,Pre-Test,No
493,7.510048783538675,3,Phone,94.01,Store C,No,Pre-Test,Yes
494,4.228823060238325,5,In-person,17.53,Store A,No,Pre-Test,No
495,1.7383174632935976,2,In-person,14.64,Store C,Yes,Pre-Test,No
496,3.54484457401633,3,Phone,87.51,Store B,Yes,Pre-Test,No
497,2.340515858917963,8,In-person,85.63,Store A,No,Pre-Test,No
498,6.407476071693183,6,Phone,45.66,Store A,Yes,Pre-Test,No
499,3.8901239548105884,2,In-person,97.79,Store A,Yes,Pre-Test,No
500,3.3025689818166417,2,Phone,97.79,Store A,No,Pre-Test,No
501,7.6927653213245355,1,Online,21.25,Store A,No,Pre-Test,No
502,2.6906946310767395,7,In-person,53.15,Store C,Yes,Pre-Test,No
503,6.075448515542294,6,Online,14.8,Store C,No,Pre-Test,Yes
504,2.3486628818236834,6,Online,42.2,Store C,No,Pre-Test,No
505,7.290586773464407,5,Online,16.45,Store B,Yes,Pre-Test,No
506,6.438654095649668,3,Online,24.47,Store A,Yes,Pre-Test,Yes
507,8.082458394181796,8,Online,90.34,Store A,No,Pre-Test,Yes
508,1.1507222102454502,3,In-person,85.99,Store C,No,Pre-Test,Yes
509,2.4960017702977044,5,In-person,87.21,Store B,No,Pre-Test,Yes
510,1.967373425257924,8,In-person,12.94,Store C,Yes,Pre-Test,Yes
511,2.310331782714498,3,Online,61.23,Store A,No,Pre-Test,No
512,1.4786337518114818,5,Phone,79.67,Store B,Yes,Pre-Test,Yes
513,5.839778063642692,6,Phone,72.25,Store C,Yes,Pre-Test,No
514,6.137598366980268,1,In-person,55.05,Store C,Yes,Pre-Test,Yes
515,8.513152678143097,2,Online,20.96,Store B,No,Pre-Test,Yes
516,4.468512676215745,7,In-person,79.66,Store B,No,Pre-Test,Yes
517,5.557654774207253,9,Online,90.09,Store B,Yes,Pre-Test,Yes
518,9.917388564405554,4,Phone,34.15,Store A,Yes,Pre-Test,Yes
519,5.552528291912202,5,Phone,58.56,Store C,No,Pre-Test,No
520,5.948972833644152,4,Online,54.14,Store B,Yes,Pre-Test,Yes
521,9.961215441335149,3,Phone,75.98,Store A,No,Pre-Test,No
522,9.944229123772839,2,Online,93.34,Store B,Yes,Pre-Test,Yes
523,4.528289233174227,3,In-person,50.78,Store A,Yes,Pre-Test,No
524,6.5319948812281625,2,Online,51.62,Store A,No,Pre-Test,Yes
525,5.067623824453905,8,Online,30.35,Store B,Yes,Pre-Test,No
526,7.346796790743403,1,Phone,26.13,Store B,No,Pre-Test,Yes
527,9.41467195076722,5,Online,13.47,Store A,Yes,Pre-Test,No
528,3.441763429546096,1,Phone,83.58,Store A,No,Pre-Test,No
529,8.279314119169943,5,Online,46.21,Store B,No,Pre-Test,No
530,6.721064861371811,3,Phone,16.59,Store A,No,Pre-Test,Yes
531,3.1617556121050643,9,Online,59.6,Store C,No,Pre-Test,No
532,8.074346752728939,1,Online,40.18,Store A,No,Pre-Test,No
533,4.55776368237693,1,Online,97.43,Store C,Yes,Pre-Test,Yes
534,1.6437731670723017,8,Online,50.3,Store A,No,Pre-Test,No
535,9.937455394120189,3,In-person,19.25,Store C,No,Pre-Test,Yes
536,4.54364016323703,7,In-person,67.44,Store C,No,Pre-Test,No
537,5.644749200073533,5,Phone,81.41,Store A,No,Pre-Test,No
538,8.175636442255726,2,In-person,62.32,Store C,Yes,Pre-Test,Yes
539,9.628323283639368,7,In-person,79.73,Store A,Yes,Pre-Test,Yes
540,8.792434574622998,7,Phone,36.97,Store B,No,Pre-Test,Yes
541,5.488005474114883,3,In-person,57.81,Store A,No,Pre-Test,Yes
542,5.684112717564595,6,Phone,84.43,Store A,Yes,Pre-Test,No
543,3.1684258977917974,5,In-person,16.77,Store B,Yes,Pre-Test,Yes
544,4.896627342511295,1,Phone,33.35,Store C,Yes,Pre-Test,Yes
545,9.4949693806639,1,Phone,66.42,Store A,Yes,Pre-Test,No
546,7.405938967417234,2,In-person,55.54,Store A,No,Pre-Test,Yes
547,0.6128314120445628,7,Phone,79.27,Store C,Yes,Pre-Test,No
548,1.6068144273160394,3,Online,26.03,Store B,No,Pre-Test,Yes
549,9.276207064599623,9,In-person,86.26,Store C,Yes,Pre-Test,No
550,8.562833624812335,3,Online,65.67,Store B,Yes,Pre-Test,Yes
551,5.11856242460977,4,In-person,28.3,Store C,Yes,Pre-Test,Yes
552,6.3612936682389565,8,In-person,15.09,Store C,Yes,Pre-Test,No
553,3.2516370986168868,4,Phone,98.38,Store B,No,Pre-Test,Yes
554,8.031892144954028,7,Phone,49.96,Store B,Yes,Pre-Test,Yes
555,6.231515745449679,5,Phone,34.08,Store C,Yes,Pre-Test,Yes
556,7.100844201831194,6,In-person,26.23,Store C,No,Pre-Test,No
557,4.06164346108548,8,Phone,31.98,Store B,No,Pre-Test,Yes
558,4.589161061859065,4,Online,54.08,Store A,Yes,Pre-Test,No
559,2.4729797881623394,6,Online,86.76,Store C,Yes,Pre-Test,Yes
560,9.506499157748282,2,In-person,28.76,Store C,Yes,Pre-Test,Yes
561,9.492291693672456,9,In-person,43.14,Store A,Yes,Pre-Test,No
562,8.268636848779089,9,Phone,81.76,Store B,No,Pre-Test,No
563,9.387773632392246,6,Online,69.8,Store C,Yes,Pre-Test,Yes
564,6.820616499513598,6,Phone,12.58,Store B,Yes,Pre-Test,Yes
565,2.7291927583792104,7,Phone,32.53,Store A,No,Pre-Test,Yes
566,7.721999960828667,4,Phone,21.47,Store B,Yes,Pre-Test,Yes
567,3.590123987796173,7,Phone,13.72,Store B,No,Pre-Test,No
568,4.684576048334934,1,Online,95.25,Store A,No,Pre-Test,No
569,3.106326556626012,7,Phone,65.89,Store C,No,Pre-Test,No
570,4.524408218352062,1,Online,58.76,Store B,No,Pre-Test,Yes
571,6.953514973738602,8,Online,87.41,Store C,No,Pre-Test,Yes
572,1.5508003323977828,6,In-person,63.23,Store A,No,Pre-Test,Yes
573,1.499465825433656,1,Phone,61.99,Store A,Yes,Pre-Test,No
574,6.995815114837349,1,In-person,28.17,Store C,No,Pre-Test,No
575,7.9060210843587715,4,In-person,65.83,Store A,Yes,Pre-Test,No
576,5.738933504767468,7,In-person,70.12,Store C,No,Pre-Test,No
577,2.225589633640922,5,Online,89.32,Store B,No,Pre-Test,No
578,4.59219005942939,5,Phone,48.28,Store A,No,Pre-Test,No
579,7.702667462648137,8,In-person,28.35,Store C,No,Pre-Test,No
580,7.014464464748748,2,Online,61.23,Store A,Yes,Pre-Test,No
581,1.5437220392840156,4,In-person,97.53,Store A,Yes,Pre-Test,Yes
582,9.706898219103328,4,Online,16.78,Store C,Yes,Pre-Test,Yes
583,2.621956868420197,8,Online,10.31,Store C,No,Pre-Test,No
584,2.5937002935143196,6,Online,13.23,Store C,No,Pre-Test,No
585,4.868643853581831,9,Online,84.82,Store C,No,Pre-Test,Yes
586,3.6088097255004605,9,Phone,10.1,Store A,Yes,Pre-Test,No
587,9.847866892121743,4,Online,29.94,Store C,No,Pre-Test,No
588,1.2266528459142538,7,In-person,98.34,Store C,No,Pre-Test,Yes
589,3.4111723137711367,3,Phone,77.12,Store C,Yes,Pre-Test,No
590,4.1358605240593125,6,In-person,29.69,Store B,No,Pre-Test,Yes
591,5.187860440358435,1,Phone,29.97,Store A,No,Pre-Test,No
592,0.6558610729060131,5,In-person,51.25,Store B,Yes,Pre-Test,Yes
593,1.2824402521786653,6,In-person,16.84,Store C,Yes,Pre-Test,Yes
594,2.9491916059332097,5,Online,68.78,Store A,No,Pre-Test,Yes
595,5.763019776013164,7,In-person,54.69,Store C,No,Pre-Test,No
596,7.7938299168379865,4,Phone,47.73,Store B,Yes,Pre-Test,Yes
597,7.021705813742018,5,In-person,54.13,Store A,Yes,Pre-Test,No
598,5.8867366708648,4,Online,34.47,Store C,Yes,Pre-Test,No
599,4.273711977412764,9,Online,29.22,Store A,Yes,Pre-Test,Yes
600,8.771597771433461,2,Phone,16.17,Store B,Yes,Pre-Test,No
601,4.867839160953475,1,In-person,66.29,Store A,No,Pre-Test,No
602,3.3429016532848346,4,Online,54.47,Store B,Yes,Pre-Test,Yes
603,6.478683591094544,6,Phone,74.0,Store B,No,Pre-Test,No
604,7.0750924675699345,8,Phone,90.49,Store B,Yes,Pre-Test,Yes
605,4.285467326159127,4,Online,99.37,Store A,No,Pre-Test,Yes
606,0.7673611699361884,1,Phone,30.47,Store A,No,Pre-Test,No
607,1.3942492522487504,9,In-person,25.12,Store A,No,Pre-Test,No
608,8.533189472989786,3,In-person,92.09,Store A,No,Pre-Test,Yes
609,1.0372052512604255,6,In-person,46.14,Store C,No,Pre-Test,No
610,6.124186836900257,8,Phone,82.31,Store C,No,Pre-Test,Yes
611,2.2452391617692227,5,Phone,22.18,Store C,No,Pre-Test,No
612,2.674799766819682,7,In-person,36.54,Store A,No,Pre-Test,No
613,3.096672617493721,9,In-person,11.0,Store B,Yes,Pre-Test,No
614,0.8637681688716942,1,Online,99.09,Store B,No,Pre-Test,No
615,2.1837351043327775,8,In-person,10.51,Store C,Yes,Pre-Test,No
616,6.679749852882434,2,Phone,25.45,Store C,No,Pre-Test,Yes
617,5.237812793976048,1,Online,60.18,Store A,No,Pre-Test,Yes
618,8.07462631451989,4,Phone,86.53,Store A,Yes,Pre-Test,Yes
619,1.0818000122391886,6,Phone,81.47,Store C,Yes,Pre-Test,No
620,8.944533814390494,8,In-person,32.78,Store A,Yes,Pre-Test,No
621,9.965786053044992,1,Online,89.22,Store C,No,Pre-Test,No
622,0.6495297363634384,1,Phone,16.27,Store C,No,Pre-Test,No
623,9.692580622629366,2,Phone,39.87,Store A,No,Pre-Test,Yes
624,2.74069577322469,9,In-person,33.67,Store A,Yes,Pre-Test,Yes
625,7.079159812957351,4,Phone,69.03,Store C,No,Pre-Test,No
626,3.2785927094967993,7,Phone,13.44,Store C,Yes,Pre-Test,Yes
627,5.457222348101444,3,In-person,86.89,Store B,Yes,Pre-Test,No
628,5.348975843443575,1,In-person,96.52,Store C,No,Pre-Test,Yes
629,3.930502054766185,1,In-person,31.26,Store A,Yes,Pre-Test,No
630,7.31669429873917,9,Phone,91.18,Store A,No,Pre-Test,Yes
631,6.196546577701486,4,Online,91.56,Store A,No,Pre-Test,Yes
632,5.3286315374601685,3,Phone,66.37,Store B,Yes,Pre-Test,Yes
633,9.836973463223437,5,Online,55.63,Store B,Yes,Pre-Test,No
634,9.4300885987796,1,Phone,79.72,Store A,No,Pre-Test,No
635,9.576640535039784,3,Phone,56.62,Store C,Yes,Pre-Test,No
636,8.872577618131235,4,Online,76.98,Store C,Yes,Pre-Test,Yes
637,2.923975718166608,6,Phone,18.35,Store C,No,Pre-Test,No
638,3.8247722942927194,9,Phone,35.67,Store C,No,Pre-Test,No
639,2.695018885682325,3,Phone,45.49,Store A,No,Pre-Test,No
640,9.868680428617042,4,Phone,28.45,Store B,No,Pre-Test,Yes
641,1.950287762753166,5,Phone,30.73,Store C,No,Pre-Test,No
642,3.981861677809603,8,Online,78.55,Store A,No,Pre-Test,Yes
643,2.3909220348338867,9,Phone,25.62,Store A,Yes,Pre-Test,Yes
644,2.6228112157504055,3,Online,20.09,Store C,No,Pre-Test,Yes
645,2.8473349056305097,3,Phone,35.23,Store C,Yes,Pre-Test,Yes
646,6.5768714178195635,7,In-person,24.4,Store C,No,Pre-Test,Yes
647,1.222469016819514,9,Phone,28.28,Store B,Yes,Pre-Test,Yes
648,5.939033799425949,1,In-person,80.47,Store C,No,Pre-Test,No
649,8.28321924469898,1,Online,49.7,Store C,No,Pre-Test,No
650,7.781975877742093,2,Phone,49.07,Store A,Yes,Pre-Test,No
651,1.9361311336820919,6,In-person,57.24,Store B,No,Pre-Test,Yes
652,9.18995148039865,3,In-person,18.02,Store A,No,Pre-Test,No
653,7.8158586233453535,8,In-person,98.85,Store A,Yes,Pre-Test,Yes
654,0.5503738538620375,5,Phone,86.24,Store A,No,Pre-Test,No
655,7.505049518626068,3,Phone,36.35,Store C,No,Pre-Test,Yes
656,7.505505946908986,8,In-person,15.11,Store C,No,Pre-Test,No
657,5.219752765129855,8,Online,65.56,Store C,No,Pre-Test,No
658,0.936832952060536,2,In-person,63.29,Store C,No,Pre-Test,No
659,6.0091064136823205,5,Online,37.89,Store C,Yes,Pre-Test,Yes
660,7.7745942203259375,3,Phone,40.65,Store A,No,Pre-Test,No
661,3.073303525549506,7,Phone,57.32,Store B,Yes,Pre-Test,Yes
662,6.8371480733919805,2,Phone,89.13,Store B,Yes,Pre-Test,No
663,3.8622988529216284,9,Online,19.83,Store B,Yes,Pre-Test,No
664,5.951620912571196,2,Phone,55.88,Store C,Yes,Pre-Test,No
665,4.153374619600434,2,In-person,49.33,Store A,Yes,Pre-Test,Yes
666,3.3857339271689013,6,In-person,51.98,Store B,No,Pre-Test,No
667,8.631187516604422,3,In-person,91.88,Store B,No,Pre-Test,Yes
668,7.661463462261078,3,Phone,58.99,Store B,Yes,Pre-Test,No
669,3.781766772744916,2,In-person,72.54,Store C,Yes,Pre-Test,Yes
670,4.629000595344485,5,Online,92.14,Store C,Yes,Pre-Test,Yes
671,7.071182469815787,5,Online,37.22,Store B,No,Pre-Test,Yes
672,8.205248415609837,7,Online,42.28,Store C,Yes,Pre-Test,No
673,7.001241996834768,8,Online,30.39,Store C,No,Pre-Test,No
674,5.638850016485065,8,In-person,68.67,Store B,No,Pre-Test,No
675,9.56666540334708,3,Online,32.84,Store C,No,Pre-Test,No
676,7.854364387544854,6,In-person,31.12,Store A,No,Pre-Test,No
677,1.5981226737172423,5,Phone,98.81,Store A,No,Pre-Test,No
678,5.802321438524182,4,In-person,72.76,Store B,No,Pre-Test,No
679,4.390788093258689,6,In-person,83.29,Store C,No,Pre-Test,Yes
680,8.05188854951254,4,In-person,97.19,Store B,Yes,Pre-Test,Yes
681,0.9242988216456038,8,In-person,97.4,Store C,No,Pre-Test,Yes
682,4.401873914643067,9,Phone,39.98,Store A,No,Pre-Test,Yes
683,3.523624995763116,1,In-person,56.69,Store C,Yes,Pre-Test,Yes
684,1.841266853507324,1,Online,93.11,Store A,Yes,Pre-Test,Yes
685,4.098639095535934,4,In-person,12.31,Store C,Yes,Pre-Test,Yes
686,6.891602642752551,6,Phone,92.46,Store A,No,Pre-Test,Yes
687,3.935939907809,8,Online,87.22,Store B,No,Pre-Test,No
688,6.0100624658474695,1,Online,52.12,Store C,No,Pre-Test,Yes
689,6.131712061423436,3,Phone,56.52,Store B,Yes,Pre-Test,Yes
690,6.0775557070513155,4,In-person,14.29,Store C,No,Pre-Test,Yes
691,5.530552897469952,2,In-person,60.02,Store B,No,Pre-Test,Yes
692,1.6113882389826852,9,In-person,21.08,Store A,No,Pre-Test,Yes
693,2.5753313106355966,3,Phone,33.75,Store B,No,Pre-Test,Yes
694,8.100637224384396,4,Phone,82.36,Store A,No,Pre-Test,Yes
695,5.2724721447657465,4,Online,55.42,Store B,No,Pre-Test,No
696,7.207725000444992,1,In-person,77.67,Store B,Yes,Pre-Test,Yes
697,5.914136262021236,5,In-person,93.86,Store A,Yes,Pre-Test,Yes
698,0.8675574177522641,5,Phone,25.4,Store A,Yes,Pre-Test,Yes
699,8.064030805670054,2,Phone,33.36,Store C,No,Pre-Test,Yes
700,1.11107984802597,1,Online,62.83,Store C,Yes,Pre-Test,No
701,9.460153486006444,5,In-person,95.46,Store C,No,Pre-Test,No
702,2.5460807561982204,5,Online,80.14,Store B,Yes,Pre-Test,Yes
703,5.367858362871421,7,Online,67.54,Store C,No,Pre-Test,No
704,1.104086403424972,2,Phone,71.13,Store A,Yes,Pre-Test,Yes
705,9.001857597325301,8,In-person,48.94,Store C,Yes,Pre-Test,Yes
706,9.809432418365642,5,Online,46.34,Store C,No,Pre-Test,No
707,1.8897787758513038,5,In-person,98.82,Store A,No,Pre-Test,Yes
708,3.3099721536884377,9,Phone,87.07,Store A,Yes,Pre-Test,Yes
709,0.650807007041554,2,Online,78.48,Store C,Yes,Pre-Test,Yes
710,7.976172173690836,2,In-person,74.77,Store A,Yes,Pre-Test,No
711,3.45891116047342,5,In-person,61.04,Store A,No,Pre-Test,No
712,6.093955958747396,1,In-person,39.62,Store C,No,Pre-Test,No
713,0.8725757621601385,5,Phone,48.96,Store C,No,Pre-Test,No
714,7.2968725334101014,5,Online,15.3,Store B,No,Pre-Test,No
715,5.5293376518889055,8,Online,18.04,Store B,No,Pre-Test,No
716,7.387312336988934,6,In-person,44.6,Store A,No,Pre-Test,No
